PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,quarter,year
RODNEY PLAYGROUND SOUTH,BROOKLYN     ,0.319,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
BLACK ROCK PLAYGROUND,BRONX        ,0.322,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
LONG ISLAND MEWS,QUEENS       ,0.323,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
MATTHEWS - PALMER PLAYGROUND,MANHATTAN    ,0.475,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
HILTON WHITE PLAYGROUND,BRONX        ,0.477,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
CLEMENT CLARKE MOORE PARK,MANHATTAN    ,0.489,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
JOHN ADAMS PLAYGROUND,QUEENS       ,0.494,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
PENN SOUTH PLAYGROUND,MANHATTAN    ,0.6,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
HENRY M. JACKSON PLAYGROUND,MANHATTAN    ,0.61,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
AUDUBON PLAYGROUND,MANHATTAN    ,0.656,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
DAWSON PLAYGROUND,BRONX        ,0.681,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,1,0,1,3,2023
GALILEO PLAYGROUND,BRONX        ,0.714,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
BELLAIRE PLAYGROUND,QUEENS       ,0.809,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
HART PLAYGROUND ON 147 ST,QUEENS       ,0.821,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
NATHAN STRAUS PLAYGROUND,MANHATTAN    ,0.851,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
LION'S PRIDE PLAYGROUND,BROOKLYN     ,0.865,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
PLAYGROUND 286,BROOKLYN     ,0.868,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
HARLEM RBI,MANHATTAN    ,0.9,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
ROCK GARDEN PARK,BRONX        ,0.92,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
MATTHEWS MULINER PLAYGROUND,BRONX        ,1.02,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
WOODTREE PLAYGROUND,QUEENS       ,1.033,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
SPRINGFIELD PARK NORTH,QUEENS       ,1.045,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
NELLIE BLY PARK,BROOKLYN     ,1.056,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
GREAT KILLS PARK AT HILLCREST AVENUE,STATEN ISLAND,1.065,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
UNNAMED PARK ON HAMILTON AVENUE,BROOKLYN     ,1.08,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
ROBERT MOSES PLAYGROUND,MANHATTAN    ,1.093,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
RAPPAPORT PLAYGROUND,BROOKLYN     ,1.148,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BELMONT PLAYGROUND BROOKLYN,BROOKLYN     ,1.177,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
DANIEL BOONE PLAYGROUND,BRONX        ,1.2,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
HOWARD BENNETT PLAYGROUND,MANHATTAN    ,1.228,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
RIENZI PLAYGROUND,BRONX        ,1.23,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2023
MOUNT EDEN MALLS,BRONX        ,1.682,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
WEST BRONX RECREATION CENTER,BRONX        ,1.88,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2023
THE PAINTER'S PLAYGROUND,QUEENS       ,1.932,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
ANDREW HASWELL GREEN PARK,MANHATTAN    ,1.984,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
DANIEL M. O'CONNELL PLAYGROUND,QUEENS       ,2.043,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
STORY PLAYGROUND,BRONX        ,2.075,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
ANCHORAGE PLAZA,BROOKLYN     ,2.2,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BELMONT PLAYGROUND BRONX,BRONX        ,2.213,ONE ACRE OR LARGER,0.0,0,2,0,0,0,0,2,3,2023
VLEIGH PLAYGROUND,QUEENS       ,2.243,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
SOUTH PACIFIC PLAYGROUND,BROOKLYN     ,2.264,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
COLEMAN PLAYGROUND,MANHATTAN    ,2.61,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
ARBUTUS WOODS PARK,STATEN ISLAND,2.65,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
GREEN CENTRAL KNOLL,BROOKLYN     ,2.741,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
LEFFERTS PLAYGROUND,QUEENS       ,2.937,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
MARCY PLAYGROUND,BROOKLYN     ,3.201,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
GOVERNOR SMITH PLAYGROUND,BRONX        ,3.564,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
COLUMBUS PARK BROOKLYN,BROOKLYN     ,4.14,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
FABER POOL AND PARK,STATEN ISLAND,4.339,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
RICHMAN (ECHO) PARK,BRONX        ,4.385,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BEACH 9 PLAYGROUND,QUEENS       ,4.863,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
JOHN PAUL JONES PARK,BROOKLYN     ,5.317,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
SEAGIRT AVE WETLANDS,QUEENS       ,5.323,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
WINGATE PARK,BROOKLYN     ,5.888,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2023
FRIENDS FIELD,BROOKLYN     ,6.7,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2023
HERBERT VON KING PARK,BROOKLYN     ,7.819,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
FATHER MACRIS PARK,STATEN ISLAND,13.469,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
GOODHUE,STATEN ISLAND,15.064,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BAYVIEW TERRACE PARK,STATEN ISLAND,16.944,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BROOKLYN BRIDGE PARK,BROOKLYN     ,21.185,ONE ACRE OR LARGER,0.0,0,0,1,0,2,0,3,3,2023
RECREATIONAL AREA,MANHATTAN    ,23.093,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
LAURELTON PARKWAY,QUEENS       ,59.612,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
CROTONA PARK,BRONX        ,127.5,ONE ACRE OR LARGER,0.0,0,3,0,0,1,0,4,3,2023
HIGHBRIDGE PARK MANHATTAN SIDE,MANHATTAN    ,130.1,ONE ACRE OR LARGER,0.0,0,1,3,0,1,0,5,3,2023
ARDEN WOODS,STATEN ISLAND,145.864,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
JAMAICA BAY PARK,QUEENS       ,149.54,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
CLOVE LAKES PARK,STATEN ISLAND,193.423,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
HUTCHINSON RIVER PARKWAY,BRONX        ,229.14,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
ROCKAWAY COMMUNITY PARK,QUEENS       ,255.4,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
CONFERENCE HOUSE PARK,STATEN ISLAND,286.382,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
GRAND CENTRAL PARKWAY,QUEENS       ,460.16,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BRONX PARK,BRONX        ,718.373,ONE ACRE OR LARGER,1.0,0,4,0,0,1,0,6,3,2023
MARINE PARK,BROOKLYN     ,798.0,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
MARINERS HARBOR PLAYGROUND,STATEN ISLAND,0.271,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
PLAYGROUND 115,QUEENS       ,0.287,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
ANNADALE GREEN,STATEN ISLAND,0.3,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
CHELSEA RECREATION CENTER,MANHATTAN    ,0.385,RECREATION CENTER LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
WILLIAM MCCRAY PLAYGROUND,MANHATTAN    ,0.456,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
SEAN'S PLACE,QUEENS       ,0.582,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
WRIGHT BROTHERS PLAYGROUND,MANHATTAN    ,0.584,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
O'NEILL TRIANGLE,BRONX        ,0.593,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
ST. NICHOLAS PLAYGROUND SOUTH,MANHATTAN    ,0.67,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
MOUNT HOPE PLAYGROUND,BRONX        ,0.7,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
ALEXANDER HAMILTON PLAYGROUND,MANHATTAN    ,0.811,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
BEDFORD PLAYGROUND,BROOKLYN     ,0.881,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
PINOCCHIO PLAYGROUND,QUEENS       ,0.888,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
EL SHABAZZ PLAYGROUND,BROOKLYN     ,0.89,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
SLATTERY PLAYGROUND,BRONX        ,0.911,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
GARDEN PLAYGROUND,BROOKLYN     ,0.915,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
NEWPORT PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
ANDRIES PLAYGROUND,BROOKLYN     ,0.964,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
BLAKE HOBBS PLAYGROUND,MANHATTAN    ,1.0,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BOWLING GREEN,MANHATTAN    ,1.016,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
EASTCHESTER PLAYGROUND,BRONX        ,1.025,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
SOBEL COURT PARK,STATEN ISLAND,1.137,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
STEUBEN PLAYGROUND,BROOKLYN     ,1.171,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
EAST RIVER PLAYGROUND,MANHATTAN    ,1.285,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
VAN DYKE PLAYGROUND,BROOKLYN     ,1.398,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
MACDONALD PARK,QUEENS       ,1.415,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
SHELTERING ARMS PLAYGROUND,MANHATTAN    ,1.43,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
FRONTERA PARK,QUEENS       ,1.47,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BRIARWOOD PLAYGROUND,QUEENS       ,1.558,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
EQUITY PARK,QUEENS       ,1.657,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
MIDLAND PLAYGROUND,STATEN ISLAND,1.681,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
STAR SPANGLED PLAYGROUND,BROOKLYN     ,1.687,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BRUST PARK,BRONX        ,1.79,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
THOMAS PAINE PARK,MANHATTAN    ,1.875,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
CLOVE'S TAIL,STATEN ISLAND,2.056,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
HANSBOROUGH RECREATION CENTER,MANHATTAN    ,0.29,POOL & RECREATION CENTER LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
MACLAUGHLIN PLAYGROUND,BRONX        ,0.304,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
VINCENT F. ALBANO JR. PLAYGROUND,MANHATTAN    ,0.346,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
RODNEY PARK NORTH,BROOKLYN     ,0.37,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
MOSHOLU PLAYGROUND,BRONX        ,0.412,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
HAVEMEYER PLAYGROUND,BRONX        ,0.442,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
RAINBOW PLAYGROUND,BROOKLYN     ,0.46,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
WASHINGTON PARK BRONX,BRONX        ,0.516,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
ST. NICHOLAS PLAYGROUND NORTH,MANHATTAN    ,0.66,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
NEWTOWN PLAYGROUND,QUEENS       ,0.703,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
SPIRIT PLAYGROUND,QUEENS       ,0.786,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
WEST FARMS RAPIDS,BRONX        ,0.81,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
QUEENS VALLEY PLAYGROUND,QUEENS       ,0.876,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
ARROCHAR PLAYGROUND,STATEN ISLAND,0.892,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
ESTELLA DIGGS PARK,BRONX        ,0.903,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
PRATT PLAYGROUND,BROOKLYN     ,0.918,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
TEN EYCK PLAYGROUND,BROOKLYN     ,0.972,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
ZIMMERMAN PLAYGROUND,BRONX        ,0.974,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
CASERTA PLAYGROUND,BRONX        ,1.0,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
ERICSSON PLAYGROUND,BROOKLYN     ,1.06,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
NEPTUNE PLAYGROUND,BROOKLYN     ,1.243,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
AGNES HAYWOOD PLAYGROUND,BRONX        ,1.32,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
CASTLE HILL PLAYGROUND,BRONX        ,1.368,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2023
PLAYGROUND ONE FORTY,QUEENS       ,1.37,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
ARCILLA PLAYGROUND,BRONX        ,1.377,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
ALMEDA PLAYGROUND,QUEENS       ,1.43,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
GAETA PARK,STATEN ISLAND,1.43,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
PLAYGROUND TWENTY ONE,QUEENS       ,1.439,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
TALL OAK PLAYGROUND,QUEENS       ,1.48,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
UNNAMED PARK ON RIVERSIDE DRIVE,MANHATTAN    ,1.494,ONE ACRE OR LARGER,1.0,0,0,0,0,0,0,1,3,2023
TAYLOR PLAYGROUND,BRONX        ,1.578,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
KOLBERT PLAYGROUND,BROOKLYN     ,1.581,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
DAG HAMMARSKJOLD PLAZA,MANHATTAN    ,1.59,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
WHITESTONE PLAYGROUND,QUEENS       ,1.662,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
TAPPEN PARK,STATEN ISLAND,1.777,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
REV J POLITE PLAYGROUND,BRONX        ,1.815,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
CONCH PLAYGROUND,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
THOMAS BOYLAND PARK,BROOKLYN     ,1.82,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
CARROLL PARK,BROOKLYN     ,1.874,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
SKYLINE PLAYGROUND,STATEN ISLAND,2.057,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
VIDALIA PARK,BRONX        ,2.136,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
TRIBORO PLAZA,MANHATTAN    ,2.3,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
DAMROSCH PARK,MANHATTAN    ,2.443,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
LOUIS CUVILLIER PARK,MANHATTAN    ,2.752,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
EAST RIVER WALK,MANHATTAN    ,3.089,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BEHAGEN PLAYGROUND,BRONX        ,3.348,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,3,2023
CO-OP CITY FIELD,BRONX        ,3.4,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
WEGENER PARK,STATEN ISLAND,3.464,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
MCDONALD PLAYGROUND BROOKLYN,BROOKLYN     ,3.485,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
HINTON PARK,QUEENS       ,3.735,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
EAST ELMHURST PLAYGROUND,QUEENS       ,3.827,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
STAPLETON PLAYGROUND,STATEN ISLAND,4.096,ONE ACRE OR LARGER,0.0,0,0,3,0,0,0,3,3,2023
RAOUL WALLENBERG FOREST,BRONX        ,4.73,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
PARK AVENUE MALLS,MANHATTAN    ,6.593,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
MARIA HERNANDEZ PARK,BROOKLYN     ,6.873,ONE ACRE OR LARGER,0.0,0,1,0,0,0,0,1,3,2023
MIDLAND FIELD,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
MSGR. MCGOLRICK PARK,BROOKLYN     ,9.134,ONE ACRE OR LARGER,0.0,0,0,0,0,1,0,1,3,2023
HARVEY PARK,QUEENS       ,9.154,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
ALLISON POND PARK,STATEN ISLAND,9.2,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BICENTENNIAL VETERANS MEMORIAL PARK,BRONX        ,9.395,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
CPL. THOMPSON PARK,STATEN ISLAND,10.5,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BEACH CHANNEL PARK,QUEENS       ,12.624,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
AQUEDUCT WALK,BRONX        ,13.533,ONE ACRE OR LARGER,0.0,0,1,0,0,1,0,2,3,2023
MILL POND PARK,BRONX        ,15.496,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
RAILROAD PARK QUEENS,QUEENS       ,16.439,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
LEIF ERICSON PARK,BROOKLYN     ,16.8,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
SOUTH BROTHER ISLAND,BRONX        ,22.16,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
BUNKER PONDS PARK,STATEN ISLAND,36.691,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
HENRY HUDSON PARKWAY,BRONX        ,54.1,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
SHORE PARK AND PARKWAY,BROOKLYN     ,58.0,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
FOUR SPARROW MARSH,BROOKLYN     ,64.665,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
DOUGLASTON PARK GOLF COURSE,QUEENS       ,104.6,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,3,2023
RIVERSIDE PARK,MANHATTAN    ,235.765,ONE ACRE OR LARGER,0.0,2,1,0,0,2,1,6,3,2023
FLUSHING MEADOWS CORONA PARK,QUEENS       ,897.69,ONE ACRE OR LARGER,0.0,0,9,16,1,12,4,42,3,2023
ALEXANDER'S ALLEY,BRONX        ,0.11,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
SOPHIE IRENE LOEB,MANHATTAN    ,0.122,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
GRAND CANAL COURT,MANHATTAN    ,0.134,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
EAE J MITCHELL PARK,BRONX        ,0.183,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
TUDOR GROVE PLAYGROUND,MANHATTAN    ,0.192,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
SUNNERS PLAYGROUND,BROOKLYN     ,0.197,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
CORONA MAC PARK,QUEENS       ,0.205,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
MACARTHUR PARK,MANHATTAN    ,0.329,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
WALTON PARK,BRONX        ,0.344,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
JEROME PLAYGROUND SOUTH,BRONX        ,0.345,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
LIOTTI IKEFUGI PLAYGROUND,STATEN ISLAND,0.408,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
GARIBALDI PLAYGROUND,BROOKLYN     ,0.437,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
TRIBOROUGH BRIDGE PLAYGROUND C,QUEENS       ,0.46,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
MOTHER CABRINI PARK,BROOKLYN     ,0.467,PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
EPIPHANY PLAYGROUND,BROOKLYN     ,0.5,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
JUNCTION PLAYGROUND,QUEENS       ,0.54,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0.0,0,0,0,0,0,0,0,3,2023
